restaurant_name,rating,average_price,average_delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,location,norm_rating,norm_price,norm_delivery_time,Score
Nineties Cafe,4.1,150,29,0,0,1,1,0,0,Nagpur,0.6799999999999997,0.8227848101265822,0.875,0.7670569620253163
Nini's Kitchen,4.0,600,47,0,1,1,0,0,0,Surat,0.6399999999999999,0.2531645569620252,0.7771739130434783,0.6037850853054484
Nini's Kitchen,4.1,200,36,0,1,0,0,1,0,Vadodara,0.6799999999999997,0.759493670886076,0.8369565217391305,0.7429856906989541
Nini's Kitchen,4.2,50,29,0,1,0,0,0,0,Ahmedabad,0.72,0.9493670886075949,0.875,0.812373417721519
Ninja Momos,4.1,250,54,0,1,1,0,0,0,Guwahati,0.6799999999999997,0.6962025316455696,0.7391304347826086,0.7009796367638963
Nino Burgers,4.0,200,27,0,0,1,0,0,0,Mumbai,0.6399999999999999,0.759493670886076,0.8858695652173914,0.7376596037424326
Nipti Chipti,4.0,100,23,0,0,0,1,0,0,Sangli,0.6399999999999999,0.8860759493670886,0.907608695652174,0.7694977985690699
Nirala Chat Corner,4.0,350,53,1,0,0,1,0,0,Varanasi,0.6399999999999999,0.5696202531645569,0.7445652173913043,0.6572936158503027
Nirala Misthan Bhandar,4.1,100,24,1,0,0,1,0,0,Allahabad,0.6799999999999997,0.8860759493670886,0.9021739130434783,0.787867363786461
Nirali Dal Bati,4.0,150,42,1,1,0,0,0,0,Jodhpur,0.6399999999999999,0.8227848101265822,0.8043478260869565,0.7258613098514033
Niranjan Veg Restaurant,4.2,150,27,1,0,1,0,0,0,Pune,0.72,0.8227848101265822,0.8858695652173914,0.7903178315905338
Nirankari Dhaba Pure Vegetarian,4.1,100,28,0,1,0,0,0,0,Jalandhar,0.6799999999999997,0.8860759493670886,0.8804347826086957,0.7813456246560262
Nirmal Food Plaza,4.0,100,45,1,1,1,1,0,0,Kolkata,0.6399999999999999,0.8860759493670886,0.7880434782608696,0.7336282333516786
Niros,4.2,350,27,0,1,1,0,0,0,Jaipur,0.72,0.5696202531645569,0.8858695652173914,0.7396849201981288
Nirudyogi Food Court,4.0,150,40,0,0,0,0,1,0,Hyderabad,0.6399999999999999,0.8227848101265822,0.8152173913043479,0.7291221794166207
Nirula's,3.6,150,30,0,0,0,0,0,0,Lucknow,0.48,0.8227848101265822,0.8695652173913043,0.6654265272427078
Nirula's,3.7,200,32,0,1,1,0,0,0,Moradabad,0.52,0.759493670886076,0.8586956521739131,0.6695074298293892
Nirula's,4.1,150,24,0,1,1,0,0,0,Delhi NCR,0.6799999999999997,0.8227848101265822,0.9021739130434783,0.7752091359383597
Nirula's,4.1,200,21,0,1,1,0,0,0,NCR,0.6799999999999997,0.759493670886076,0.9184782608695652,0.7674422124380846
Nirula's,4.1,350,32,0,1,1,0,0,0,Chandigarh,0.6799999999999997,0.5696202531645569,0.8586956521739131,0.7115327462850851
Nirula's,4.2,200,29,0,1,1,0,0,0,NCR,0.72,0.759493670886076,0.875,0.7743987341772153
Nirula's,4.3,150,32,0,1,1,0,0,0,Indore,0.7599999999999998,0.8227848101265822,0.8586956521739131,0.8021656576774903
Nirula's,4.3,200,42,0,1,1,0,0,0,Patna,0.7599999999999998,0.759493670886076,0.8043478260869565,0.7732030820033021
Nirula's,4.4,200,25,0,0,0,0,0,0,Kanpur,0.8,0.759493670886076,0.8967391304347826,0.82092047330765
Nirvana,3.9,200,35,0,1,1,1,0,0,Patna,0.5999999999999999,0.759493670886076,0.8423913043478262,0.7046161254815629
Nirvana,4.3,200,34,0,0,0,0,0,0,Trivandrum,0.7599999999999998,0.759493670886076,0.8478260869565217,0.7862465602641716
Nirvana - By Sri Ram Paradise,4.1,200,37,0,1,0,0,0,0,Siliguri,0.6799999999999997,0.759493670886076,0.8315217391304348,0.7413552559163455
Nirvana Rooftop Kitchen,3.8,250,30,0,1,1,0,0,0,Solapur,0.5599999999999998,0.6962025316455696,0.8695652173913043,0.680110071546505
Nisarg,4.4,150,43,0,1,0,0,1,0,Pune,0.8,0.8227848101265822,0.7989130434782609,0.8042308750687948
Nisarga,4.3,150,43,0,1,0,0,1,0,Bangalore,0.7599999999999998,0.8227848101265822,0.7989130434782609,0.7842308750687945
Nisha Kitchen,3.9,200,37,0,1,1,0,0,0,Jodhpur,0.5999999999999999,0.759493670886076,0.8315217391304348,0.7013552559163456
Nishab's Kitchen,3.9,200,35,0,0,1,0,0,0,Surat,0.5999999999999999,0.759493670886076,0.8423913043478262,0.7046161254815629
Nishamani Convention & Restaurant,4.3,100,31,0,1,0,0,1,0,Cuttack,0.7599999999999998,0.8860759493670886,0.8641304347826086,0.8164543203082002
Nishan Pure Veg,4.1,50,43,1,1,1,1,0,0,Pune,0.6799999999999997,0.9493670886075949,0.7989130434782609,0.769547330764997
Nisha's Bakery & Kitchen,4.4,250,59,0,0,1,0,0,0,Kolkata,0.8,0.6962025316455696,0.7119565217391304,0.752827462850853
Nisha's Foodies Kitchen,3.9,100,55,0,1,1,1,1,0,Cuttack,0.5999999999999999,0.8860759493670886,0.7336956521739131,0.6973238855255917
Nishat Restaurant,3.8,200,34,0,1,0,1,1,0,Ahmedabad,0.5599999999999998,0.759493670886076,0.8478260869565217,0.6862465602641716
Nishi Bakery,3.5,150,39,0,0,0,0,0,1,Nagpur,0.43999999999999995,0.8227848101265822,0.8206521739130435,0.6307526141992295
Nishika Fast Food,4.0,100,40,0,1,0,0,0,0,Aligarh,0.6399999999999999,0.8860759493670886,0.8152173913043479,0.741780407264722
Nita's Kitchen & Fast Food,3.9,350,43,0,1,0,1,0,0,Surat,0.5999999999999999,0.5696202531645569,0.7989130434782609,0.6535979636763896
Nitesh Pizza House,3.5,100,36,0,0,1,0,0,0,Kolkata,0.43999999999999995,0.8860759493670886,0.8369565217391305,0.6483021463951568
Nithya Amirtham,4.3,200,39,1,0,0,0,0,0,Chennai,0.7599999999999998,0.759493670886076,0.8206521739130435,0.7780943863511282
Nithya Amirtham Sweets,4.4,150,31,1,0,0,0,0,0,Chennai,0.8,0.8227848101265822,0.8641304347826086,0.8237960924600991
Nitin Point & Fast Food,3.9,100,38,0,1,1,0,0,0,Varanasi,0.5999999999999999,0.8860759493670886,0.8260869565217391,0.7250412768299395
Nitus Cafe,3.3,50,20,0,1,1,1,0,0,Kolhapur,0.3599999999999999,0.9493670886075949,0.9239130434782609,0.6470473307649972
Nityam Food Court Pure Veg,4.1,100,43,1,1,1,0,0,0,Mumbai,0.6799999999999997,0.8860759493670886,0.7989130434782609,0.7568891029168958
Nityanand Fast Food,4.1,400,54,1,1,1,0,0,0,Mumbai,0.6799999999999997,0.5063291139240507,0.7391304347826086,0.6630049532195925
Nityanand Lunch home,4.1,100,46,0,1,0,0,1,0,Mumbai,0.6799999999999997,0.8860759493670886,0.782608695652174,0.7519977985690698
Nityanand Restaurant,3.9,300,44,1,1,1,0,1,0,Mumbai,0.5999999999999999,0.6329113924050633,0.7934782608695652,0.6646257567418822
Nitya's Pizza,4.0,150,26,0,0,1,0,0,0,Bareilly,0.6399999999999999,0.8227848101265822,0.8913043478260869,0.7519482663731425
Niw Raja Hotel,3.8,150,32,1,0,0,0,0,0,Trichy,0.5599999999999998,0.8227848101265822,0.8586956521739131,0.7021656576774903
Niwala - Cafe Restaurant,4.1,200,33,0,1,0,0,1,0,Gorakhpur,0.6799999999999997,0.759493670886076,0.8532608695652174,0.7478769950467803
Niyaaz,3.9,200,24,0,1,0,0,1,0,Belgaum,0.5999999999999999,0.759493670886076,0.9021739130434783,0.7225509080902587
Niyaaz,4.2,200,30,0,1,0,0,1,0,Goa,0.72,0.759493670886076,0.8695652173913043,0.7727682993946065
Niyaaz - Azamnagar,4.3,100,29,0,1,0,0,1,0,Belgaum,0.7599999999999998,0.8860759493670886,0.875,0.8197151898734176
Niyaaz - Nehrunagar,3.9,200,28,0,1,0,0,1,0,Belgaum,0.5999999999999999,0.759493670886076,0.8804347826086957,0.7160291689598238
Nizam Biryani,4.3,150,43,0,0,0,0,1,0,Chennai,0.7599999999999998,0.8227848101265822,0.7989130434782609,0.7842308750687945
Nizam Briyani & Caterings,4.2,200,37,0,1,0,0,1,0,Chennai,0.72,0.759493670886076,0.8315217391304348,0.7613552559163457
Nizam Dum Biryani,3.4,250,46,0,1,0,0,1,0,Raipur,0.3999999999999999,0.6962025316455696,0.782608695652174,0.574023115024766
Nizam's - Authentic Hyderabadi Cuisine,4.2,200,41,0,1,0,0,1,0,Mumbai,0.72,0.759493670886076,0.8097826086956522,0.7548335167859109
Nizam's Kathi Kabab,4.2,150,30,0,1,0,0,1,0,NCR,0.72,0.8227848101265822,0.8695652173913043,0.7854265272427077
Nizam's Kathi Kabab,4.2,250,33,0,1,0,0,1,0,Delhi NCR,0.72,0.6962025316455696,0.8532608695652174,0.7552187671986791
Nizams Khana Ghar,4.1,350,29,1,0,0,1,0,0,Hyderabad,0.6799999999999997,0.5696202531645569,0.875,0.7164240506329111
Nj Delights,3.4,300,44,0,0,0,1,1,0,Ludhiana,0.3999999999999999,0.6329113924050633,0.7934782608695652,0.5646257567418822
Nk Bakers,3.6,350,31,0,0,0,0,0,1,Jaipur,0.48,0.5696202531645569,0.8641304347826086,0.613163181067694
NMR'S Crossroads - Restaurant & Grill,4.4,100,41,1,1,0,0,1,0,Palakkad,0.8,0.8860759493670886,0.8097826086956522,0.8201499724821135
NN Fast Food,4.4,500,26,0,0,1,1,0,0,Coimbatore,0.8,0.3797468354430379,0.8913043478260869,0.7433406714364337
No Abs Kebab,3.7,150,35,0,0,0,0,0,0,Bareilly,0.52,0.8227848101265822,0.8423913043478262,0.6772743533296643
No Great Shakes,4.0,200,24,0,0,1,1,0,0,Ahmedabad,0.6399999999999999,0.759493670886076,0.9021739130434783,0.7425509080902587
No Mad Baker - The Pizzeria,4.0,500,39,0,0,1,0,0,0,Ahmedabad,0.6399999999999999,0.3797468354430379,0.8206521739130435,0.6421450192625205
No Onion Garlic Delicacies By Pandit,3.6,100,45,0,1,0,1,0,0,Kanpur,0.48,0.8860759493670886,0.7880434782608696,0.6536282333516785
No. 1 Uncles Parantha,4.1,100,25,0,1,1,1,0,0,NCR,0.6799999999999997,0.8860759493670886,0.8967391304347826,0.7862369290038524
No. 1 Uncles Parantha,4.1,100,35,0,1,1,1,0,0,Delhi NCR,0.6799999999999997,0.8860759493670886,0.8423913043478262,0.7699325811777655
No.10 Fort Cochin,4.0,200,28,1,0,0,0,0,0,Bangalore,0.6399999999999999,0.759493670886076,0.8804347826086957,0.7360291689598238
Nolita,3.8,250,44,0,0,0,0,0,0,Chennai,0.5599999999999998,0.6962025316455696,0.7934782608695652,0.6572839845899834
Nom 365,4.0,200,30,0,0,1,0,0,0,Jaipur,0.6399999999999999,0.759493670886076,0.8695652173913043,0.7327682993946064
Nom Nom,3.6,100,37,0,0,0,0,0,0,Surat,0.48,0.8860759493670886,0.8315217391304348,0.6666717116125482
Nom Nom,3.8,300,44,0,0,0,0,0,0,Guwahati,0.5599999999999998,0.6329113924050633,0.7934782608695652,0.6446257567418822
Nom Nom Ja,4.2,200,39,0,0,1,1,0,0,Guwahati,0.72,0.759493670886076,0.8206521739130435,0.7580943863511282
Nom Nom Rolls,3.9,150,38,0,1,0,0,0,0,Indore,0.5999999999999999,0.8227848101265822,0.8260869565217391,0.7123830489818381
Nom! Nom! Chinese,4.1,250,41,0,0,1,0,0,0,Indore,0.6799999999999997,0.6962025316455696,0.8097826086956522,0.7221752889378094
Nomad KB Cafe,4.0,150,24,0,0,1,1,0,0,Dehradun,0.6399999999999999,0.8227848101265822,0.9021739130434783,0.7552091359383599
Nomad Pizza - Traveller Series,4.0,150,36,0,0,0,0,0,0,Chandigarh,0.6399999999999999,0.8227848101265822,0.8369565217391305,0.7356439185470556
Nomad Pizza - Traveller Series,4.0,200,51,0,0,0,0,0,0,Mumbai,0.6399999999999999,0.759493670886076,0.7554347826086957,0.6985291689598239
Nomad Pizza - Traveller Series,4.1,100,50,0,0,1,0,0,0,Jaipur,0.6799999999999997,0.8860759493670886,0.7608695652173914,0.7454760594386349
Nomad Pizza - Traveller Series,4.1,200,46,0,0,0,0,0,0,Pune,0.6799999999999997,0.759493670886076,0.782608695652174,0.7266813428728672
Nomad Pizza - Traveller Series,4.1,250,35,0,0,0,0,0,0,NCR,0.6799999999999997,0.6962025316455696,0.8423913043478262,0.7319578976334616
Nomad Pizza - Traveller Series,4.1,500,37,0,0,0,0,0,0,Delhi NCR,0.6799999999999997,0.3797468354430379,0.8315217391304348,0.6654058888277379
Non Veg By Kilo,3.4,100,18,0,1,0,0,1,0,Jhansi,0.3999999999999999,0.8860759493670886,0.9347826086956522,0.6576499724821133
Non Veg Hub By Chicken Chaska,3.3,150,30,0,1,0,0,0,0,Jaipur,0.3599999999999999,0.8227848101265822,0.8695652173913043,0.6054265272427077
Non Veg Junction,3.6,50,43,0,1,0,1,1,0,Lucknow,0.48,0.9493670886075949,0.7989130434782609,0.6695473307649973
Non Veg Punjabi Dhaba,3.7,100,42,0,1,0,0,1,0,Jaipur,0.52,0.8860759493670886,0.8043478260869565,0.6785195376995048
Non-Veg Food Court,3.4,100,18,0,1,1,0,0,0,Gorakhpur,0.3999999999999999,0.8860759493670886,0.9347826086956522,0.6576499724821133
Noodie's,3.4,50,25,0,0,0,0,0,0,Meerut,0.3999999999999999,0.9493670886075949,0.8967391304347826,0.6588951568519537
Noodle Bowl,4.1,200,39,0,0,0,0,0,0,NCR,0.6799999999999997,0.759493670886076,0.8206521739130435,0.7380943863511281
Noodle Box,3.5,200,21,0,0,1,0,0,0,Meerut,0.43999999999999995,0.759493670886076,0.9184782608695652,0.6474422124380848
Noodle Chef,4.2,300,49,0,0,1,0,0,0,Kolkata,0.72,0.6329113924050633,0.7663043478260869,0.7164735828288387
Noodle House,4.0,150,35,0,0,0,0,0,0,Hyderabad,0.6399999999999999,0.8227848101265822,0.8423913043478262,0.7372743533296642
Noodle King,3.7,150,49,0,0,0,0,0,0,Kolkata,0.52,0.8227848101265822,0.7663043478260869,0.6544482663731426
Noodle Kitchen,4.3,200,53,0,0,1,0,0,0,Guwahati,0.7599999999999998,0.759493670886076,0.7445652173913043,0.7552682993946064
Noodle Kitchen,4.4,250,33,0,0,1,0,0,0,Guwahati,0.8,0.6962025316455696,0.8532608695652174,0.7952187671986791
Noodle MEE,4.0,400,44,0,0,0,0,0,0,Kolkata,0.6399999999999999,0.5063291139240507,0.7934782608695652,0.6593093010456796
Noodle Oodle,4.1,200,49,0,0,0,0,0,0,Kolkata,0.6799999999999997,0.759493670886076,0.7663043478260869,0.7217900385250412
Noodle Paaji,3.2,150,40,0,0,0,0,0,0,Ludhiana,0.32000000000000006,0.8227848101265822,0.8152173913043479,0.5691221794166208
Noodle Pot By Bowls & Boxes,3.9,100,41,0,0,0,0,0,0,Lucknow,0.5999999999999999,0.8860759493670886,0.8097826086956522,0.7201499724821134
Noodle Shoodle Family Restaurant,4.0,350,27,0,1,0,0,0,0,Nashik,0.6399999999999999,0.5696202531645569,0.8858695652173914,0.6996849201981288
Noodle Station,3.6,50,27,1,0,1,0,0,0,Lucknow,0.48,0.9493670886075949,0.8858695652173914,0.6956342872867364
Noodle Station,3.8,300,28,0,0,1,0,0,0,Lucknow,0.5599999999999998,0.6329113924050633,0.8804347826086957,0.6707127132636213
Noodle Time,4.1,250,33,0,0,0,0,0,0,Kolkata,0.6799999999999997,0.6962025316455696,0.8532608695652174,0.735218767198679
Noodle Town,3.4,250,45,0,0,0,0,0,0,Jamshedpur,0.3999999999999999,0.6962025316455696,0.7880434782608696,0.5756535498073747
Noodle Wok,4.4,200,28,0,0,0,0,0,0,Siliguri,0.8,0.759493670886076,0.8804347826086957,0.8160291689598239
Noodle Zone,3.9,50,39,0,0,0,0,0,0,Bhopal,0.5999999999999999,0.9493670886075949,0.8206521739130435,0.736069069895432
Noodles & Live Pasta - Non Veg.,4.2,100,65,0,0,0,0,0,0,Kolkata,0.72,0.8860759493670886,0.6793478260869565,0.7410195376995046
Noodles And Live Pasta,4.1,150,71,0,0,0,0,0,0,Kolkata,0.6799999999999997,0.8227848101265822,0.6467391304347826,0.698578701155751
Noodles Corner,3.3,250,41,0,1,0,0,0,0,Patna,0.3599999999999999,0.6962025316455696,0.8097826086956522,0.5621752889378095
Noodles Corner,4.1,350,19,1,0,0,1,0,0,Chandigarh,0.6799999999999997,0.5696202531645569,0.9293478260869565,0.7327283984589981
Noodles Hong Kong Centre,4.2,250,58,0,1,1,0,0,0,Hyderabad,0.72,0.6962025316455696,0.717391304347826,0.7144578976334617
Noodles Nd Pasta,2.8,250,47,0,1,0,0,0,0,Gorakhpur,0.15999999999999992,0.6962025316455696,0.7771739130434783,0.4523926802421573
Noodles Oodles,3.7,100,26,0,0,0,0,0,0,Gaya,0.52,0.8860759493670886,0.8913043478260869,0.7046064942212438
Noon Arabian Grill,3.5,100,27,1,1,1,0,1,0,Tirunelveli,0.43999999999999995,0.8860759493670886,0.8858695652173914,0.6629760594386351
Noor Biryani House,4.0,150,19,0,0,0,0,1,0,Guntur,0.6399999999999999,0.8227848101265822,0.9293478260869565,0.7633613098514034
Noor Dairy & Cakes,4.0,250,31,0,0,1,0,0,1,Chandigarh,0.6399999999999999,0.6962025316455696,0.8641304347826086,0.7184796367638965
Noor Food Court,4.3,200,22,0,0,1,0,0,0,Hyderabad,0.7599999999999998,0.759493670886076,0.9130434782608696,0.805811777655476
Noor Mahal,3.7,150,33,1,0,0,0,0,0,Trivandrum,0.52,0.8227848101265822,0.8532608695652174,0.6805352228948817
Noor Mohammadi Hotel,4.2,150,51,0,1,0,0,0,0,Mumbai,0.72,0.8227848101265822,0.7554347826086957,0.7511873968079251
Noor The Biryani House,4.2,250,41,0,1,0,0,0,0,Darjeeling,0.72,0.6962025316455696,0.8097826086956522,0.7421752889378096
Noorani By Nihari,4.2,250,36,0,1,0,0,1,0,Chandigarh,0.72,0.6962025316455696,0.8369565217391305,0.750327462850853
Noorie Caterers,3.2,100,20,0,1,0,0,1,0,Rajkot,0.32000000000000006,0.8860759493670886,0.9239130434782609,0.614389102916896
Noorjahan Hotel,3.8,200,25,1,1,0,0,0,0,Palakkad,0.5599999999999998,0.759493670886076,0.8967391304347826,0.7009204733076498
Noor's Kitchen,4.0,200,32,0,1,0,0,0,0,Indore,0.6399999999999999,0.759493670886076,0.8586956521739131,0.7295074298293891
Noosh - E - Jaan,3.9,100,41,0,1,0,0,1,0,Agra,0.5999999999999999,0.8860759493670886,0.8097826086956522,0.7201499724821134
Nooshe Joon,4.2,300,56,0,0,0,0,0,0,NCR,0.72,0.6329113924050633,0.7282608695652173,0.7050605393505778
Norfest - The Dhaba,4.0,350,35,0,1,0,0,0,0,Hyderabad,0.6399999999999999,0.5696202531645569,0.8423913043478262,0.6866414419372591
North 37,4.3,350,39,0,1,0,0,0,0,Pune,0.7599999999999998,0.5696202531645569,0.8206521739130435,0.7401197028068243
North Bites,4.1,100,43,0,0,0,1,0,0,Trivandrum,0.6799999999999997,0.8860759493670886,0.7989130434782609,0.7568891029168958
North Cabana,4.1,100,37,0,1,0,0,0,0,Haridwar,0.6799999999999997,0.8860759493670886,0.8315217391304348,0.7666717116125481
North Darbar,3.5,300,47,0,1,0,0,1,0,Agra,0.43999999999999995,0.6329113924050633,0.7771739130434783,0.5797344523940561
North East Kitchen,4.2,150,54,0,0,0,0,0,0,Chennai,0.72,0.8227848101265822,0.7391304347826086,0.746296092460099
North East Multi Kitchen,3.5,300,49,0,0,0,0,0,0,Chennai,0.43999999999999995,0.6329113924050633,0.7663043478260869,0.5764735828288388
North Indian By Qimbu,4.1,100,26,0,1,0,0,0,0,Nashik,0.6799999999999997,0.8860759493670886,0.8913043478260869,0.7846064942212436
North Indian Darbar,3.8,150,46,0,1,0,0,0,0,Guwahati,0.5599999999999998,0.8227848101265822,0.782608695652174,0.6793395707209685
North Pole,4.0,200,29,0,1,1,1,1,0,Bhopal,0.6399999999999999,0.759493670886076,0.875,0.7343987341772152
Northern Food Factory,4.0,100,47,0,1,0,0,0,0,Dehradun,0.6399999999999999,0.8860759493670886,0.7771739130434783,0.7303673637864612
Noruks,2.6,100,40,0,0,0,1,0,0,Coimbatore,0.08000000000000007,0.8860759493670886,0.8152173913043479,0.4617804072647221
Noruks,3.5,150,23,0,0,0,1,0,0,Coimbatore,0.43999999999999995,0.8227848101265822,0.907608695652174,0.6568395707209687
Noruks,4.3,200,31,0,0,0,1,0,0,Coimbatore,0.7599999999999998,0.759493670886076,0.8641304347826086,0.7911378646119976
Norway Cafe,3.9,200,53,0,0,1,0,0,0,Dharamshala,0.5999999999999999,0.759493670886076,0.7445652173913043,0.6752682993946064
Nosh By Bowls & Boxes,4.1,250,43,0,1,0,0,1,0,Lucknow,0.6799999999999997,0.6962025316455696,0.7989130434782609,0.7189144193725919
Nosh Cafe,3.5,250,50,0,0,1,1,0,0,Nagpur,0.43999999999999995,0.6962025316455696,0.7608695652173914,0.5875013758943313
Nosher's,4.5,300,51,0,0,1,1,0,0,NCR,0.8399999999999999,0.6329113924050633,0.7554347826086957,0.7732127132636213
Nostalgia,3.6,200,19,0,0,1,0,0,0,Aligarh,0.48,0.759493670886076,0.9293478260869565,0.6707030820033021
Not Just Momos (A Unit Of Bhotua Hotel),3.1,100,33,0,1,0,1,0,0,Guwahati,0.28,0.8860759493670886,0.8532608695652174,0.573193450742983
Nothing Before Coffee,2.9,50,30,0,0,0,1,0,0,Surat,0.19999999999999996,0.9493670886075949,0.8695652173913043,0.5507429829389103
Nothing Before Coffee,3.8,50,36,0,0,0,1,0,0,Bhopal,0.5599999999999998,0.9493670886075949,0.8369565217391305,0.7209603742432581
Nothing Before Coffee,4.0,100,32,0,0,0,0,0,0,Bikaner,0.6399999999999999,0.8860759493670886,0.8586956521739131,0.7548238855255915
Nothing Before Coffee,4.1,200,25,0,0,0,1,0,0,Indore,0.6799999999999997,0.759493670886076,0.8967391304347826,0.7609204733076499
Nothing Before Coffee,4.1,450,28,0,0,0,0,0,0,Nagpur,0.6799999999999997,0.4430379746835442,0.8804347826086957,0.6927380297193174
Nothing Before Coffee,4.2,200,19,0,0,0,0,0,0,Jaipur,0.72,0.759493670886076,0.9293478260869565,0.7907030820033022
Nothing Before Coffee,4.2,200,30,0,0,0,0,0,0,Jodhpur,0.72,0.759493670886076,0.8695652173913043,0.7727682993946065
Nothing Before Coffee,4.2,200,37,0,0,0,0,0,0,Jaipur,0.72,0.759493670886076,0.8315217391304348,0.7613552559163457
Nothing Before Coffee,4.3,50,20,0,0,1,0,0,0,Udaipur,0.7599999999999998,0.9493670886075949,0.9239130434782609,0.8470473307649972
Nothing Before Coffee,4.3,100,18,0,0,0,0,0,0,Ajmer,0.7599999999999998,0.8860759493670886,0.9347826086956522,0.8376499724821134
Nothing Before Coffee,4.3,100,21,0,0,0,0,0,0,Kota,0.7599999999999998,0.8860759493670886,0.9184782608695652,0.8327586681342871
Nothing Before Coffee,4.3,200,32,0,0,0,0,0,0,Ajmer,0.7599999999999998,0.759493670886076,0.8586956521739131,0.789507429829389
Nothing Before Coffee,4.5,200,30,0,0,0,1,0,0,Kota,0.8399999999999999,0.759493670886076,0.8695652173913043,0.8327682993946065
Nothing But Biryani,3.7,200,48,0,1,0,0,1,0,Bhopal,0.52,0.759493670886076,0.7717391304347826,0.6434204733076501
Nothing But Chicken,4.1,200,21,0,1,1,0,0,0,Mumbai,0.6799999999999997,0.759493670886076,0.9184782608695652,0.7674422124380846
Nothing But Chicken,4.3,150,36,0,0,1,0,0,0,Pune,0.7599999999999998,0.8227848101265822,0.8369565217391305,0.7956439185470554
NOTO - Healthy Ice Cream,3.7,100,28,0,0,0,0,0,0,Mangalore,0.52,0.8860759493670886,0.8804347826086957,0.7013456246560263
NOTO - Healthy Ice Cream,4.1,400,27,0,0,0,0,0,0,Chennai,0.6799999999999997,0.5063291139240507,0.8858695652173914,0.7070266923500274
NOTO - Healthy Ice Cream,4.3,150,16,0,0,0,0,0,0,Jaipur,0.7599999999999998,0.8227848101265822,0.9456521739130435,0.8282526141992294
NOTO - Healthy Ice Cream,4.3,250,34,0,0,0,0,0,0,Delhi NCR,0.7599999999999998,0.6962025316455696,0.8478260869565217,0.7735883324160703
NOTO - Healthy Ice Cream,4.3,300,30,0,0,0,0,0,0,Hyderabad,0.7599999999999998,0.6329113924050633,0.8695652173913043,0.7674518436984039
NOTO - Healthy Ice Cream,4.3,300,34,0,0,0,0,0,0,Pune,0.7599999999999998,0.6329113924050633,0.8478260869565217,0.7609301045679691
NOTO - Healthy Ice Cream,4.3,350,23,0,0,0,0,0,0,Bangalore,0.7599999999999998,0.5696202531645569,0.907608695652174,0.7662066593285635
NOTO - Healthy Ice Cream,4.4,100,15,0,0,0,0,0,0,Mumbai,0.8,0.8860759493670886,0.9510869565217391,0.8625412768299394
NOTO - Healthy Ice Cream,4.4,100,26,0,0,0,0,0,0,Nagpur,0.8,0.8860759493670886,0.8913043478260869,0.8446064942212439
NOTO - Ice Creams & Desserts,4.3,100,31,0,0,0,0,0,0,NCR,0.7599999999999998,0.8860759493670886,0.8641304347826086,0.8164543203082002
Notomoro,3.3,450,40,0,0,1,0,0,0,Udaipur,0.3599999999999999,0.4430379746835442,0.8152173913043479,0.5131728123280132
Nourishef - The Taste of Health,4.4,100,81,0,0,1,0,0,0,Kolkata,0.8,0.8860759493670886,0.592391304347826,0.7549325811777656
Nourishing Farms,4.4,50,19,0,0,0,0,0,0,Kolhapur,0.8,0.9493670886075949,0.9293478260869565,0.868677765547606
Nova Restaurant,4.1,150,26,0,1,0,0,0,0,Surat,0.6799999999999997,0.8227848101265822,0.8913043478260869,0.7719482663731423
Novelty Fast Food,3.9,50,37,0,0,1,0,0,0,Jodhpur,0.5999999999999999,0.9493670886075949,0.8315217391304348,0.7393299394606494
Novelty Ice Cream,4.3,150,20,0,0,0,0,0,0,Ludhiana,0.7599999999999998,0.8227848101265822,0.9239130434782609,0.8217308750687946
Novelty Multicuisine Restaurant,4.2,100,23,0,1,0,0,0,0,Jamshedpur,0.72,0.8860759493670886,0.907608695652174,0.8094977985690699
Novelty Pure Veg Restaurant,3.7,150,26,0,1,0,0,0,0,Nagpur,0.52,0.8227848101265822,0.8913043478260869,0.6919482663731424
Novelty Restaurant,3.9,200,24,0,0,0,0,0,0,Amritsar,0.5999999999999999,0.759493670886076,0.9021739130434783,0.7225509080902587
Novelty Restaurant,4.0,200,25,1,1,0,0,1,0,Chandigarh,0.6399999999999999,0.759493670886076,0.8967391304347826,0.7409204733076499
Novelty Sweets,4.0,200,18,1,1,0,0,0,0,Amritsar,0.6399999999999999,0.759493670886076,0.9347826086956522,0.7523335167859108
Novelty Sweets & Restaurant,4.0,100,30,0,1,1,0,0,0,Amritsar,0.6399999999999999,0.8860759493670886,0.8695652173913043,0.758084755090809
Novo Kitchen,4.3,200,44,0,0,0,0,0,0,Guwahati,0.7599999999999998,0.759493670886076,0.7934782608695652,0.7699422124380847
Noxx,4.1,100,50,0,1,0,0,1,0,Kolkata,0.6799999999999997,0.8860759493670886,0.7608695652173914,0.7454760594386349
NP's Cafe,3.9,250,37,0,0,1,1,0,0,Nagpur,0.5999999999999999,0.6962025316455696,0.8315217391304348,0.6886970280682443
NR - Navaratna Udupi Pure Veg,3.9,200,19,1,1,1,1,0,0,Goa,0.5999999999999999,0.759493670886076,0.9293478260869565,0.7307030820033021
NR Fast Food Center,3.8,100,40,0,0,0,0,0,0,Warangal,0.5599999999999998,0.8860759493670886,0.8152173913043479,0.701780407264722
Nrh-Badshahi,4.1,150,22,1,0,0,0,0,0,Pune,0.6799999999999997,0.8227848101265822,0.9130434782608696,0.7784700055035771
